"","country","points","price","province","title","variety","winery"
"1244","Australia",87,13,"South Australia","Milton Park 2014 Chardonnay (South Australia)","Chardonnay","Milton Park"
"1245","US",91,32,"California","Grey Wolf Cellars 2013 Instinctual Grenache (Paso Robles)","Grenache","Grey Wolf Cellars"
"1246","US",94,38,"Washington","Gorman 2013 The Big Sissy Chardonnay (Columbia Valley (WA))","Chardonnay","Gorman"
"1247","Ukraine",84,9,"Ukraine","Koblevo NV Reserve Merlot (Ukraine)","Merlot","Koblevo"
"1248","Portugal",83,NA,"Alentejano","Herdade do Rocim 2012 Dornas Branco White (Alentejano)","Portuguese White","Herdade do Rocim"
"1249","US",94,42,"Washington","Hedges 1999 Red Mountain Reserve Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Hedges"
"1250","US",87,38,"New York","The Old Field 2010 Commodore Perry Merlot (North Fork of Long Island)","Merlot","The Old Field"
"1251","France",89,NA,"Bordeaux","Château Faugères 2012  Bordeaux Blanc","Bordeaux-style White Blend","Château Faugères"
"1252","US",86,28,"Virginia","Narmada 2010 Yash-Vir Red (Virginia)","Bordeaux-style Red Blend","Narmada"
"1253","US",86,38,"California","Casa Torres 2006 Pinot Noir (Santa Barbara County)","Pinot Noir","Casa Torres"
"1254","Italy",92,NA,"Tuscany","Barone Ricasoli 2004 Castello di Brolio  (Chianti Classico)","Sangiovese","Barone Ricasoli"
"1255","France",89,29,"Alsace","Leon Beyer 2013 Gewurztraminer (Alsace)","Gewürztraminer","Leon Beyer"
"1256","Italy",93,NA,"Central Italy","Marchesi Antinori 2010 Cervaro della Sala White (Umbria)","White Blend","Marchesi Antinori"
"1257","US",93,50,"California","Rideau 2015 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Rideau"
"1258","Italy",85,NA,"Veneto","CampoReale 2008  Valpolicella Classico","Corvina, Rondinella, Molinara","CampoReale"
"1259","US",89,30,"Washington","Gorman 2013 Zachary's Ladder Red (Red Mountain)","Red Blend","Gorman"
"1260","US",90,25,"California","La Crema 2014 Pinot Noir (Sonoma Coast)","Pinot Noir","La Crema"
"1261","Chile",91,35,"Colchagua Valley","Emiliana 2013 Coyam Los Robles Estate Organic Red (Colchagua Valley)","Red Blend","Emiliana"
"1262","US",91,35,"Washington","K Vintners 2013 M.C.K. Motor City Kitty Syrah (Washington)","Syrah","K Vintners"
"1263","Italy",86,NA,"Southern Italy","Fattoria San Francesco 2007 Ronco dei Quattroventi Rosé (Cirò)","Rosé","Fattoria San Francesco"
"1264","France",88,NA,"Beaujolais","Georges Duboeuf 2009 Sélection  (Saint-Amour)","Gamay","Georges Duboeuf"
"1265","US",89,22,"Oregon","Adelsheim 2008 Ribbon Springs Vineyard Auxerrois Pinot Auxerrois (Ribbon Ridge)","Pinot Auxerrois","Adelsheim"
"1266","Argentina",87,20,"Mendoza Province","Viña Alicia 2012 Paso de Piedra Cabernet Sauvignon (Luján de Cuyo)","Cabernet Sauvignon","Viña Alicia"
"1267","US",92,26,"California","Matanzas Creek 2009 Merlot (Bennett Valley)","Merlot","Matanzas Creek"
"1268","US",90,40,"Washington","Kerloo 2012 Upland Vineyard Grenache (Snipes Mountain)","Grenache","Kerloo"
"1269","Spain",81,10,"Northern Spain","Albada 2014 Viñas Viejas Macabeo (Calatayud)","Macabeo","Albada"
"1270","Spain",88,NA,"Northern Spain","Vega Montán 2012 Adriá Mencía (Bierzo)","Mencía","Vega Montán"
"1271","US",85,14,"California","Clos du Lac 2012 Syrah (Amador County)","Syrah","Clos du Lac"
"1272","US",87,35,"California","White Oak 2012 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","White Oak"
"1273","Italy",87,18,"Sicily & Sardinia","Cusumano 2013 Angimbè White (Terre Siciliane)","White Blend","Cusumano"
"1274","France",93,110,"Bordeaux","Château la Tour Blanche 2010  Sauternes","Bordeaux-style White Blend","Château la Tour Blanche"
"1275","US",87,29,"Washington","Veranda Beach 2010 Collage Red (Washington)","Red Blend","Veranda Beach"
"1276","US",87,27,"Oregon","Twill 2014 Chardonnay (Willamette Valley)","Chardonnay","Twill"
"1277","Spain",89,30,"Catalonia","Parxet 2011 Gran Reserva M.C. Sparkling (Cava)","Sparkling Blend","Parxet"
"1278","US",91,32,"Washington","Seven Hills 2007 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA))","Cabernet Sauvignon","Seven Hills"
"1279","Italy",88,NA,"Tuscany","Tenute Silvio Nardi 2010 Poggio Doria  (Brunello di Montalcino)","Sangiovese","Tenute Silvio Nardi"
"1280","US",90,42,"California","WillowBrook Cellars 2012 Kaufman Sunnyside Vineyard Pinot Noir (Sonoma Mountain)","Pinot Noir","WillowBrook Cellars"
"1281","France",87,21,"Alsace","Bott Frères 2010 Réserve Personnelle Gewurztraminer (Alsace)","Gewürztraminer","Bott Frères"
"1282","France",90,20,"Loire Valley","Vignoble de la Jarnoterie 2010 Quintessence Vieilles Vignes  (Saint-Nicolas-de-Bourgueil)","Cabernet Franc","Vignoble de la Jarnoterie"
"1283","France",86,34,"Burgundy","Domaine Pommier 2007 Croix aux Moines  (Chablis)","Chardonnay","Domaine Pommier"
"1284","US",88,26,"California","Robert Mondavi 2009 Pinot Noir (Napa Valley)","Pinot Noir","Robert Mondavi"
"1285","US",84,60,"California","Bargetto 2004 La Vita Regan Vineyards Red (Santa Cruz Mountains)","Red Blend","Bargetto"
"1286","France",88,17,"Bordeaux","Château Potensac 2014 La Chapelle de Potensac  (Médoc)","Bordeaux-style Red Blend","Château Potensac"
"1287","Italy",88,22,"Piedmont","Montaribaldi 2011 Gambarin Nebbiolo (Langhe)","Nebbiolo","Montaribaldi"
"1288","Italy",91,110,"Piedmont","Ceretto 2010 Prapò  (Barolo)","Nebbiolo","Ceretto"
"1289","France",91,42,"Champagne","Louis de Sacy NV Brut Grand Cru  (Champagne)","Champagne Blend","Louis de Sacy"
"1290","US",88,13,"California","Lyeth 2012 Merlot (North Coast)","Merlot","Lyeth"
"1291","Austria",90,28,"Südsteiermark","Wohlmuth 2014 Steinriegl Sauvignon Blanc (Südsteiermark)","Sauvignon Blanc","Wohlmuth"
"1292","Portugal",91,61,"Port","Kopke NV 20-Years-Old Tawny  (Port)","Port","Kopke"
"1293","US",93,35,"California","Fess Parker 2012 Bien Nacido Vineyard Chardonnay (Santa Maria Valley)","Chardonnay","Fess Parker"
"1294","France",91,NA,"Bordeaux","Château Pontac-Lynch 2012 Barrel Sample  (Margaux)","Bordeaux-style Red Blend","Château Pontac-Lynch"
"1295","France",87,20,"Southwest France","Château Clément Termes 2015 Red (Gaillac)","Red Blend","Château Clément Termes"
"1296","Italy",87,20,"Tuscany","La Colombina 2008  Rosso di Montalcino","Sangiovese Grosso","La Colombina"
"1297","Italy",91,53,"Piedmont","Elvio Cogno 2012 Bordini  (Barbaresco)","Nebbiolo","Elvio Cogno"
"1298","Spain",85,17,"Northern Spain","Alan de Val 2013 Mencía (Valdeorras)","Mencía","Alan de Val"
"1299","France",92,50,"Southwest France","Domaine Bru-Baché 2008 La Quintessence  (Jurançon)","Petit Manseng","Domaine Bru-Baché"
"1300","US",89,75,"California","Ehret 2010 Hillside Reserve Cabernet Sauvignon (Knights Valley)","Cabernet Sauvignon","Ehret"
"1301","US",87,55,"California","Fess Parker 2013 Pommard Clone Pinot Noir (Sta. Rita Hills)","Pinot Noir","Fess Parker"
"1302","Italy",88,16,"Sicily & Sardinia","Ceuso 2015 Scurati Nero d'Avola (Terre Siciliane)","Nero d'Avola","Ceuso"
"1303","US",88,34,"Washington","Brian Carter Cellars 2011 Tuttorosso Red (Yakima Valley)","Red Blend","Brian Carter Cellars"
"1304","France",87,12,"Southwest France","Domaine de Grange Neuve 2014 La Fleur Lily Red (Bergerac)","Bordeaux-style Red Blend","Domaine de Grange Neuve"
"1305","US",86,21,"Washington","Gordon Estate 2014 Estate Grown Syrah (Columbia Valley (WA))","Syrah","Gordon Estate"
"1306","US",90,59,"Washington","Analemma 2012 Blanc de Noir Sparkling Wine Atavus Vineyard Pinot Noir (Columbia Gorge (WA))","Pinot Noir","Analemma"
"1307","Italy",83,20,"Central Italy","Barberani 2012 VINOSO VIni NO SOlfiti  (Orvieto Classico)","White Blend","Barberani"
"1308","Portugal",84,8,"Estremadura","Monte Largo 2008 White (Estremadura)","Portuguese White","Monte Largo"
"1309","France",90,35,"Southwest France","Domaine de Gensac 2007 Terre à Terre Tannat (Gers)","Tannat","Domaine de Gensac"
"1310","France",84,20,"Burgundy","Château La Greffière 2014  Saint-Véran","Chardonnay","Château La Greffière"
"1311","France",88,NA,"Burgundy","Louis Latour 2013  Meursault","Chardonnay","Louis Latour"
"1312","US",90,38,"California","Belharra 2015 Las Madres Vineyards Syrah (Carneros)","Syrah","Belharra"
"1313","Italy",87,NA,"Southern Italy","Villa Schinosa 2008 Laghiglione Red (Puglia)","Red Blend","Villa Schinosa"
"1314","US",92,65,"California","Knights Bridge 2008 Beresini Chardonnay (Carneros)","Chardonnay","Knights Bridge"
"1315","US",95,24,"Oregon","Sineann 2013 Riesling (Oregon)","Riesling","Sineann"
"1316","Italy",87,22,"Veneto","Borgoluce NV Brut  (Prosecco di Valdobbiadene Superiore)","Glera","Borgoluce"
"1317","US",90,25,"New York","Timothy Moore 2013 Doyle Family Vineyards Reserve Blaufränkisch (Finger Lakes)","Blaufränkisch","Timothy Moore"
"1318","US",87,25,"Washington","Crayelle Cellars 2008 Syrah (Washington)","Syrah","Crayelle Cellars"
"1319","Italy",88,14,"Central Italy","Tenuta di Tavignano 2012 Villa Torre  (Verdicchio dei Castelli di Jesi Classico Superiore)","Verdicchio","Tenuta di Tavignano"
"1320","France",91,16,"Rhône Valley","Vignerons de Tavel 2012 Les Hauts d'Acantalys Red (Lirac)","Rhône-style Red Blend","Vignerons de Tavel"
"1321","Italy",90,NA,"Central Italy","Falesco 2009 Pomele 500ml Aleatico (Lazio)","Aleatico","Falesco"
"1322","US",91,44,"California","Dierberg 2012 Drum Canyon Vineyard Estate Grown Pinot Noir (Sta. Rita Hills)","Pinot Noir","Dierberg"
"1323","South Africa",92,45,"Philadelphia","Capaia 2006 Red (Philadelphia)","Bordeaux-style Red Blend","Capaia"
"1324","Chile",85,17,"Central Valley","Valdivieso 2000 Single Vineyard Reserve Merlot (Central Valley)","Merlot","Valdivieso"
"1325","Germany",92,82,"Franken","Castell 2014 Schlossberg Trocken GG Riesling (Franken)","Riesling","Castell"
"1326","US",90,46,"Washington","Merry Cellars 2013 Seven Hills Vineyard Malbec (Walla Walla Valley (WA))","Malbec","Merry Cellars"
"1327","France",82,NA,"Bordeaux","Château le Noble 2012  Bordeaux Blanc","Bordeaux-style White Blend","Château le Noble"
"1328","New Zealand",90,14,"Marlborough","Prophecy 2015 Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Prophecy"
"1329","US",88,15,"New York","Six Mile Creek 2012 Riesling (Finger Lakes)","Riesling","Six Mile Creek"
"1330","Turkey",89,15,"Turkey","Turasan 2012 Kalecik Karasi (Turkey)","Kalecik Karasi","Turasan"
"1331","France",85,12,"Loire Valley","Michel Picard 2006 Dry Rosé Cabernet Franc (Chinon)","Cabernet Franc","Michel Picard"
"1332","France",84,13,"Alsace","Peter Weber 2007 Gewürztraminer (Alsace)","Gewürztraminer","Peter Weber"
"1333","Argentina",87,13,"Mendoza Province","Four Aces 2009 Shiraz (Mendoza)","Shiraz","Four Aces"
"1334","Portugal",84,NA,"Vinho Verde","Lagosta 2011 White (Vinho Verde)","Portuguese White","Lagosta"
"1335","US",87,50,"California","Benessere 2007 Phenomenon Red (Napa Valley)","Red Blend","Benessere"
"1336","US",89,20,"Washington","Canoe Ridge 2012 Reserve Cabernet Sauvignon (Horse Heaven Hills)","Cabernet Sauvignon","Canoe Ridge"
"1337","France",88,13,"Provence","Moncigale 2015 Frais et Délicat Rosé (Coteaux d'Aix-en-Provence)","Rosé","Moncigale"
"1338","Italy",86,16,"Veneto","La Farra NV Brut  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","La Farra"
"1339","US",85,10,"California","Mandolin 2014 Chardonnay (Monterey)","Chardonnay","Mandolin"
"1340","France",85,12,"Bordeaux","Les Hauts de Lagarde 2014  Bordeaux","Bordeaux-style Red Blend","Les Hauts de Lagarde"
"1341","South Africa",88,25,"Stellenbosch","Neethlingshof 2005 The Short Story Collection - The Caracal Red (Stellenbosch)","Bordeaux-style Red Blend","Neethlingshof"
"1342","South Africa",87,22,"Stellenbosch","Mulderbosch 2005 Faithful Hound Red (Stellenbosch)","Bordeaux-style Red Blend","Mulderbosch"
"1343","France",85,12,"Beaujolais","Barton & Guestier 2015 Les Violettes  (Beaujolais)","Gamay","Barton & Guestier"
"1344","Italy",89,30,"Tuscany","Fabio Motta 2011 Pievi  (Bolgheri)","Red Blend","Fabio Motta"
"1345","Germany",92,22,"Nahe","SJ Montigny 2014 Kreuznacher Mönchberg Spätlese Riesling (Nahe)","Riesling","SJ Montigny"
"1346","Chile",83,32,"Maipo Valley","Cousiño-Macul 1997 Finis Terrae Cabernet Sauvignon-Merlot (Maipo Valley)","Cabernet Sauvignon-Merlot","Cousiño-Macul"
"1347","US",84,8,"California","Woodbridge by Robert Mondavi 2007 Cabernet Sauvignon (California)","Cabernet Sauvignon","Woodbridge by Robert Mondavi"
"1348","US",88,34,"California","Peloton 2014 Zinfandel (Paso Robles)","Zinfandel","Peloton"
"1349","France",92,48,"Alsace","Emile Beyer 2010 Pfersigberg Grand Cru Riesling (Alsace)","Riesling","Emile Beyer"
"1350","Portugal",93,39,"Douro","Quinta do Portal 2009 Grande Reserva Red (Douro)","Portuguese Red","Quinta do Portal"
"1351","US",90,49,"California","Roadhouse Winery 2012 Pink Label Martini Clone Pinot Noir (Russian River Valley)","Pinot Noir","Roadhouse Winery"
"1352","France",81,16,"Bordeaux","Château Tire Pé 2009  Bordeaux","Bordeaux-style Red Blend","Château Tire Pé"
"1353","France",84,15,"Southwest France","Domaine Roumagnac 2013 Authentique Rosé (Fronton)","Rosé","Domaine Roumagnac"
"1354","France",86,13,"Loire Valley","Domaine du Colombier 2015 Sur Lie  (Muscadet Sèvre et Maine)","Melon","Domaine du Colombier"
"1355","Italy",90,20,"Tuscany","Mocali 2008  Rosso di Montalcino","Sangiovese Grosso","Mocali"
"1356","Italy",86,14,"Sicily & Sardinia","Valle dell'Acate 2009 Case Ibidini Nero d'Avola (Sicilia)","Nero d'Avola","Valle dell'Acate"
"1357","Italy",90,60,"Veneto","San Cassiano 2006  Amarone della Valpolicella","Corvina, Rondinella, Molinara","San Cassiano"
"1358","France",88,NA,"Southwest France","Château de Jurque 2011 Tendresse  (Jurançon)","Gros and Petit Manseng","Château de Jurque"
"1359","Argentina",90,50,"Mendoza Province","Finca Decero 2008 Amano Remolinos Vineyard Red (Agrelo)","Bordeaux-style Red Blend","Finca Decero"
"1360","Chile",85,14,"Colchagua Valley","Caliterra 2009 Bio-Sur Shiraz (Colchagua Valley)","Shiraz","Caliterra"
"1361","Italy",88,20,"Tuscany","Il Borro 2005 Pian di Nova Red (Toscana)","Red Blend","Il Borro"
"1362","Italy",94,65,"Southern Italy","Feudi di San Gregorio 2004 Piano di Montevergine Riserva  (Taurasi)","Aglianico","Feudi di San Gregorio"
"1363","Italy",91,NA,"Piedmont","Negretti 2008 Bricco Ambrogio  (Barolo)","Nebbiolo","Negretti"
"1364","Canada",85,50,"Ontario","Pillitteri 2002 Family Reserve Cabernet Sauvignon (Niagara Peninsula)","Cabernet Sauvignon","Pillitteri"
"1365","US",87,25,"California","Rodney Strong 2009 Estate Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Rodney Strong"
"1366","Spain",92,75,"Northern Spain","Quinola 2008  Toro","Tinta de Toro","Quinola"
"1367","Portugal",88,12,"Dão","Wines & Winemakers 2013 Azul Portugal Red (Dão)","Portuguese Red","Wines & Winemakers"
"1368","France",87,30,"Bordeaux","Château Peyfaures 2010 Dame de Coeur  (Bordeaux Supérieur)","Bordeaux-style Red Blend","Château Peyfaures"
"1369","US",87,40,"California","Eagle Eye 2007 Alpha Wolf Vineyards Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Eagle Eye"
"1370","US",84,16,"New York","Silver Thread 2014 Dry Rosé of Pinot Noir (Finger Lakes)","Pinot Noir","Silver Thread"
"1371","US",91,28,"California","Lane Tanner 2000 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Lane Tanner"
"1372","US",91,50,"Washington","Spring Valley Vineyard 2010 Uriah Red (Walla Walla Valley (WA))","Bordeaux-style Red Blend","Spring Valley Vineyard"
"1373","US",86,35,"California","Clayhouse 2009 Red Cedar Vineyard Malbec (Paso Robles)","Malbec","Clayhouse"
"1374","Portugal",90,19,"Tejo","Pinhal da Torre 2008 Quinta do Alqueve 2 Worlds Reserva Red (Tejo)","Portuguese Red","Pinhal da Torre"
"1375","France",90,50,"Champagne","Pol Roger NV Réserve Brut  (Champagne)","Champagne Blend","Pol Roger"
"1376","France",89,20,"Beaujolais","Paul Beaudet 2009 Domaine de Chardignon  (Côte de Brouilly)","Gamay","Paul Beaudet"
"1377","Portugal",86,10,"Douro","Casca Wines 2016 Cabo da Roca White (Douro)","Portuguese White","Casca Wines"
"1378","US",87,10,"Washington","14 Hands 2015 Riesling (Washington)","Riesling","14 Hands"
"1379","US",89,21,"Washington","Ryan Patrick 2008 Reserve Chardonnay (Columbia Valley (WA))","Chardonnay","Ryan Patrick"
"1380","US",90,42,"Washington","Mercer 2012 Reserve Dead Canyon Vineyard Syrah (Horse Heaven Hills)","Syrah","Mercer"
"1381","Chile",88,29,"Casablanca Valley","Concha y Toro 1999 Terrunyo Sauvignon Blanc (Casablanca Valley)","Sauvignon Blanc","Concha y Toro"
"1382","Australia",88,30,"South Australia","Oliverhill 2006 Clarendon Shiraz (McLaren Vale)","Shiraz","Oliverhill"
"1383","US",83,20,"California","Buttonwood Farm 2011 Estate Zingy Sauvignon Blanc (Santa Ynez Valley)","Sauvignon Blanc","Buttonwood Farm"
"1384","Spain",89,15,"Northern Spain","Emina 2009 Tinto Fino Roble  (Ribera del Duero)","Tinto Fino","Emina"
"1385","Israel",92,50,"Judean Hills","Yatir 2012 Cabernet Sauvignon (Judean Hills)","Cabernet Sauvignon","Yatir"
"1386","US",91,45,"Washington","Chateau Ste. Michelle 2013 Ethos Reserve Merlot (Columbia Valley (WA))","Merlot","Chateau Ste. Michelle"
"1387","US",90,24,"New York","Wölffer 2015 Summer in Bottle Rosé (North Fork of Long Island)","Rosé","Wölffer"
"1388","France",92,32,"Burgundy","Jean-Marc Brocard 2015 Vau de Vey Premier Cru  (Chablis)","Chardonnay","Jean-Marc Brocard"
"1389","Italy",86,NA,"Veneto","Giavi NV Prima Volta Brut  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Giavi"
"1390","Spain",87,30,"Northern Spain","Pictor 2009 12 Meses  (Toro)","Tinta de Toro","Pictor"
"1391","Germany",90,22,"Mosel","Kirsten 2014 Feinherb Riesling (Mosel)","Riesling","Kirsten"
"1392","US",90,13,"Washington","Milbrandt 2013 Traditions Evergreen Vineyard Riesling (Columbia Valley (WA))","Riesling","Milbrandt"
"1393","Italy",87,12,"Central Italy","Cantina Tollo 2009 Valle d'Oro  (Montepulciano d'Abruzzo)","Montepulciano","Cantina Tollo"
"1394","US",92,40,"Washington","Sleight of Hand 2007 The Illusionist Red Red (Columbia Valley (WA))","Red Blend","Sleight of Hand"
"1395","US",91,24,"California","Center of Effort 2015 Effort Chardonnay (Edna Valley)","Chardonnay","Center of Effort"
"1396","France",86,NA,"Bordeaux","Château les Ormes Sorbet 2011  Médoc","Bordeaux-style Red Blend","Château les Ormes Sorbet"
"1397","Italy",86,24,"Tuscany","Castelvecchio 2010 Vigna La Quercia Riserva  (Chianti Colli Fiorentini)","Red Blend","Castelvecchio"
"1398","Chile",86,10,"Central Valley","Cuyen 2016 Merlot (Central Valley)","Merlot","Cuyen"
"1399","US",90,20,"New York","Channing Daughters 2014 Mudd Vineyard Sauvignon Blanc (Long Island)","Sauvignon Blanc","Channing Daughters"
"1400","France",91,17,"Loire Valley","Domaine du Petit Clocher 2015 Cabernet Franc-Cabernet Sauvignon (Anjou Villages)","Cabernet Franc-Cabernet Sauvignon","Domaine du Petit Clocher"
"1401","US",90,48,"California","Terlato 2009 Angels' Peak Merlot-Cabernet Franc (Napa Valley)","Merlot-Cabernet Franc","Terlato"
